0.00,0.37363,0.48107,-0.23687
0.02,0.37363,0.48107,-0.23687
0.04,0.37363,0.48107,-0.23687
0.06,0.37363,0.48107,-0.23687
0.08,0.37363,0.48107,-0.23687
0.10,0.37363,0.48107,-0.23687
0.12,0.37363,0.48107,-0.23687
0.14,0.37363,0.48107,-0.23687
0.16,0.37363,0.48107,-0.23687
0.18,0.37363,0.48107,-0.23687
0.20,0.37363,0.48107,-0.23055
0.22,0.37363,0.48107,-0.22389
0.24,0.37363,0.48107,-0.24374
0.26,0.37363,0.48107,-0.23643
0.28,0.37363,0.48107,-0.22507
0.30,0.37363,0.48107,-0.22679
0.32,0.37363,0.48107,-0.23290
0.34,0.37363,0.48107,-0.23411
0.36,0.37363,0.48107,-0.22619
0.38,0.37363,0.48107,-0.22579
0.40,0.37363,0.48107,-0.23294
0.42,0.37363,0.48107,-0.23517
0.44,0.37363,0.48107,-0.23136
0.46,0.37363,0.48107,-0.22755
0.48,0.37363,0.48107,-0.22375
0.50,0.37363,0.48107,-0.22222
0.52,0.37363,0.48107,-0.22222
0.54,0.37363,0.48107,-0.22222
0.56,0.37363,0.48107,-0.22222
0.58,0.37363,0.48107,-0.22222
0.60,0.37363,0.48107,-0.22222
0.62,0.37363,0.48107,-0.22222
0.64,0.37363,0.48107,-0.22222
0.66,0.37363,0.48107,-0.22222
0.68,0.37363,0.48107,-0.22222
0.70,0.37363,0.48107,-0.22222
0.72,0.37363,0.48107,-0.22222
0.74,0.37363,0.48107,-0.22222
0.76,0.37363,0.48107,-0.22222
0.78,0.37363,0.48107,-0.22794
0.80,0.37363,0.48107,-0.24096
0.82,0.37363,0.48107,-0.23199
0.84,0.37363,0.48107,-0.23199
0.86,0.37363,0.48107,-0.23199
0.88,0.37363,0.48107,-0.23199
0.90,0.37363,0.48107,-0.23199
0.92,0.37363,0.48107,-0.23199
0.94,0.37363,0.48107,-0.23199
0.96,0.37363,0.48107,-0.23199
0.98,0.37363,0.48107,-0.23199
1.00,0.37363,0.48107,-0.23199
1.02,0.37363,0.48107,-0.23199
1.04,0.37363,0.48107,-0.23199
1.06,0.37363,0.48107,-0.23199
1.08,0.37363,0.48107,-0.23199
1.10,0.37363,0.48107,-0.23199
1.12,0.37363,0.48107,-0.23199
1.14,0.37363,0.48107,-0.23199
1.16,0.37363,0.48107,-0.23199
1.18,0.37363,0.48107,-0.23199
1.20,0.37363,0.48107,-0.23199
1.22,0.37363,0.48107,-0.23199
1.24,0.37363,0.48107,-0.23199
1.26,0.37363,0.48107,-0.23199
1.28,0.37363,0.48107,-0.23199
1.30,0.37363,0.48107,-0.23199
1.32,0.37363,0.48107,-0.23199
1.34,0.37363,0.48107,-0.23199
1.36,0.37363,0.48107,-0.23199
1.38,0.37363,0.48107,-0.23199
1.40,0.37363,0.48107,-0.23199
1.42,0.37363,0.48107,-0.23199
1.44,0.37363,0.48107,-0.24174
1.46,0.37363,0.48107,-0.22531
1.48,0.37363,0.48107,-0.22222
1.50,0.37363,0.48107,-0.22222
1.52,0.37363,0.48107,-0.22222
1.54,0.37363,0.48107,-0.22758
1.56,0.37363,0.48107,-0.23735
1.58,0.37363,0.48107,-0.23445
1.60,0.37363,0.48107,-0.22711
1.62,0.37363,0.48107,-0.22711
1.64,0.37363,0.48107,-0.22711
1.66,0.37363,0.48107,-0.22711
1.68,0.37363,0.48107,-0.22711
1.70,0.37363,0.48107,-0.22711
1.72,0.37363,0.48107,-0.22857
1.74,0.37363,0.48107,-0.23345
1.76,0.37363,0.48107,-0.23833
1.78,0.37363,0.48107,-0.23977
1.80,0.37363,0.48107,-0.23311
1.82,0.37363,0.48107,-0.22711
1.84,0.37363,0.48107,-0.22711
1.86,0.37363,0.48107,-0.22711
1.88,0.37363,0.48107,-0.22711
1.90,0.37363,0.48107,-0.22711
1.92,0.37363,0.48107,-0.22711
1.94,0.37363,0.48107,-0.22711
1.96,0.37363,0.48107,-0.22711
1.98,0.37363,0.48107,-0.22711
2.00,0.37363,0.48107,-0.22711
2.02,0.37363,0.48107,-0.22711
2.04,0.37363,0.48107,-0.22711
2.06,0.37363,0.48107,-0.22711
2.08,0.37363,0.48107,-0.22711
2.10,0.37363,0.48107,-0.22711
2.12,0.37363,0.48107,-0.22711
2.14,0.37363,0.48107,-0.22711
2.16,0.37363,0.48107,-0.22711
2.18,0.37363,0.48107,-0.22711
2.20,0.37363,0.48107,-0.22711
2.22,0.37363,0.48107,-0.22711
2.24,0.37363,0.48107,-0.22711
2.26,0.37363,0.48107,-0.22711
2.28,0.37363,0.48107,-0.22711
2.30,0.37363,0.48107,-0.22711
2.32,0.37363,0.48107,-0.22711
2.34,0.37363,0.48107,-0.22711
2.36,0.37363,0.48107,-0.22711
2.38,0.37363,0.48107,-0.24069
2.40,0.37363,0.48107,-0.22222
2.42,0.37363,0.48107,-0.22222
2.44,0.37363,0.48107,-0.22222
2.46,0.37363,0.48107,-0.22222
2.48,0.37363,0.48107,-0.22222
2.50,0.37363,0.48107,-0.22222
2.52,0.37363,0.48107,-0.22222
2.54,0.37363,0.48107,-0.23513
2.56,0.37363,0.48107,-0.23150
2.58,0.37363,0.48107,-0.22552
2.60,0.37363,0.48107,-0.22222
2.62,0.37363,0.48107,-0.22222
2.64,0.37363,0.48107,-0.22222
2.66,0.37363,0.48107,-0.22667
2.68,0.37363,0.48107,-0.23304
2.70,0.37363,0.48107,-0.22389
2.72,0.37363,0.48107,-0.21734
2.74,0.37363,0.48107,-0.21734
2.76,0.37363,0.48107,-0.21734
2.78,0.37363,0.48107,-0.21734
2.80,0.37363,0.48107,-0.21734
2.82,0.37363,0.48107,-0.21734
2.84,0.37363,0.48107,-0.21734
2.86,0.37363,0.48107,-0.21734
2.88,0.37363,0.48107,-0.21734
2.90,0.37363,0.48107,-0.21734
2.92,0.37363,0.48107,-0.21734
2.94,0.37363,0.48107,-0.21734
2.96,0.37363,0.48107,-0.21734
2.98,0.37363,0.48107,-0.21734
3.00,0.37363,0.48107,-0.21734
3.02,0.37363,0.48107,-0.21734
3.04,0.37363,0.48107,-0.21734
3.06,0.37363,0.48107,-0.21734
3.08,0.37363,0.48107,-0.21734
3.10,0.37363,0.48107,-0.21734
3.12,0.37363,0.48107,-0.21734
3.14,0.37363,0.48107,-0.21734
3.16,0.37363,0.48107,-0.21734
3.18,0.37363,0.48107,-0.21734
3.20,0.37363,0.48107,-0.21734
3.22,0.37363,0.48107,-0.21734
3.24,0.37363,0.48107,-0.21734
3.26,0.37363,0.48107,-0.21734
3.28,0.37363,0.48107,-0.21734
3.30,0.37363,0.48107,-0.21734
3.32,0.37363,0.48107,-0.21734
3.34,0.37363,0.48107,-0.21734
3.36,0.37363,0.48107,-0.21734
3.38,0.37363,0.48107,-0.21734
3.40,0.37363,0.48107,-0.21734
3.42,0.37363,0.48107,-0.21734
3.44,0.37363,0.48107,-0.21734
3.46,0.37363,0.48107,-0.21734
3.48,0.37363,0.48107,-0.21734
3.50,0.37363,0.48107,-0.21734
3.52,0.37363,0.48107,-0.21734
3.54,0.37363,0.48107,-0.21734
3.56,0.37363,0.48107,-0.21734
3.58,0.37363,0.48107,-0.21734
3.60,0.37363,0.47742,-0.21734
3.62,0.37363,0.46928,-0.21734
3.64,0.37363,0.46178,-0.21734
3.66,0.37363,0.46675,-0.21734
3.68,0.37363,0.47171,-0.21734
3.70,0.37363,0.47552,-0.21734
3.72,0.37363,0.46870,-0.21734
3.74,0.37363,0.46189,-0.21734
3.76,0.37363,0.47544,-0.21734
3.78,0.37363,0.47619,-0.21734
3.80,0.37363,0.47619,-0.21734
3.82,0.37363,0.47619,-0.21734
3.84,0.37363,0.47104,-0.21734
3.86,0.37363,0.46154,-0.21734
3.88,0.37363,0.46154,-0.21734
3.90,0.37363,0.46154,-0.21734
3.92,0.37363,0.46154,-0.21734
3.94,0.37363,0.46154,-0.21734
3.96,0.37363,0.46154,-0.21734
3.98,0.37363,0.46154,-0.21734
4.00,0.37363,0.46154,-0.21734
4.02,0.37363,0.46154,-0.21734
4.04,0.37363,0.46154,-0.21734
4.06,0.37363,0.46154,-0.21734
4.08,0.37363,0.46154,-0.21734
4.10,0.37363,0.46154,-0.21734
4.12,0.37363,0.46154,-0.21734
4.14,0.37363,0.46154,-0.21734
4.16,0.37363,0.46154,-0.21382
