0.00,0.00000,0.03663
0.02,0.00000,0.03663
0.04,0.00000,0.03663
0.06,0.00000,0.03663
0.08,0.00000,0.03663
0.10,0.00000,0.03663
0.12,0.00000,0.03663
0.14,0.00000,0.03663
0.16,0.00000,0.03663
0.18,0.00000,0.03663
0.20,0.00000,0.03663
0.22,0.00000,0.03663
0.24,0.00000,0.03663
0.26,0.00000,0.03663
0.28,0.00000,0.03663
0.30,0.00000,0.03663
0.32,0.00000,0.03663
0.34,0.00000,0.03663
0.36,0.00000,0.03663
0.38,0.00000,0.03663
0.40,0.00000,0.03663
0.42,0.00000,0.03663
0.44,0.00000,0.03663
0.46,0.00000,0.03663
0.48,0.00000,0.03663
0.50,0.00000,0.03663
0.52,0.00000,0.03663
0.54,0.00000,0.03663
0.56,0.00000,0.03663
0.58,0.00000,0.03663
0.60,0.00000,0.03663
0.62,0.00000,0.03663
0.64,0.00000,0.03663
0.66,0.00000,0.03663
0.68,0.00000,0.03663
0.70,0.00000,0.03663
0.72,0.00000,0.03663
0.74,0.00000,0.03663
0.76,0.00000,0.03663
0.78,0.00000,0.03663
0.80,0.00000,0.03663
0.82,0.00000,0.03663
0.84,0.00000,0.03663
0.86,0.00000,0.03663
0.88,0.00000,0.03663
0.90,0.00000,0.03663
0.92,0.00000,0.03663
0.94,0.00000,0.03663
0.96,0.00000,0.03663
0.98,0.00000,0.03663
1.00,0.00000,0.03663
1.02,0.00000,0.03663
1.04,0.00000,0.03663
1.06,0.00000,0.03663
1.08,0.00000,0.03663
1.10,0.00000,0.03663
1.12,0.00000,0.03663
1.14,0.00000,0.03663
1.16,0.00000,0.03663
1.18,0.00000,0.03663
1.20,0.00000,0.03663
1.22,0.00000,0.03663
1.24,0.00000,0.03663
1.26,0.00000,0.03663
1.28,0.00000,0.03663
1.30,0.00000,0.03663
1.32,0.00000,0.03663
1.34,0.00000,0.03663
1.36,0.00000,0.03663
1.38,0.00000,0.03663
1.40,0.00000,0.03663
1.42,0.00000,0.03663
1.44,0.00000,0.03663
1.46,0.00000,0.03663
1.48,0.00000,0.03663
1.50,0.00000,0.03663
1.52,0.00000,0.03663
1.54,0.00000,0.03663
1.56,0.00000,0.03663
1.58,0.00000,0.03663
1.60,0.00000,0.03663
1.62,0.00000,0.03663
1.64,0.00000,0.03663
1.66,0.00000,0.03663
1.68,0.00000,0.03663
1.70,0.00000,0.03663
1.72,0.00000,0.03663
1.74,0.00000,0.03663
1.76,0.00000,0.03663
1.78,0.00000,0.03663
1.80,0.00000,0.03663
1.82,0.00000,0.03663
1.84,0.00000,0.03663
1.86,0.00000,0.03663
1.88,0.00000,0.03663
1.90,0.00000,0.03663
1.92,0.00000,0.03663
1.94,0.00000,0.03663
1.96,0.00000,0.03663
1.98,0.00000,0.03663
2.00,0.00000,0.03663
2.02,0.00000,0.03663
